scaling_factor	Tardiness	makespan	# late jobs	# large set-ups	delta makespan
691.477	92659	23125	47	159	7711
691.577	75428	24292	39	164	12610
691.677	159123	23373	45	157	13139
691.777	61970	22939	29	164	11739
691.877	89183	26981	52	161	14133
691.977	83237	23818	38	163	8504
692.077	155506	24968	40	159	9878
692.177	37608	25130	37	155	13859
692.277	59352	26438	37	158	14407
692.377	111290	27036	38	162	16529
692.477	102070	26442	41	159	14357
692.577	99118	24247	40	156	11692
692.677	90157	23363	45	162	12624
692.777	101427	24267	30	162	11636
692.877	94430	23803	42	157	11984
692.977	85022	23223	43	160	10690
693.077	109174	23425	47	158	12165
693.177	83227	25033	38	154	10057
693.277	43667	21750	33	159	8517
693.377	69109	24246	48	160	12199
693.477	107497	25733	44	160	10808
693.577	117901	25250	40	151	15428
693.677	77289	26297	43	157	12695
693.777	110892	20857	38	157	5442
693.877	74405	25631	35	158	13923
693.977	72473	25129	40	159	11635
694.077	99641	22350	37	161	8441
694.177	65395	23969	35	159	11308
694.277	65221	24979	39	158	13328
694.377	63791	21606	36	161	7079
694.477	73599	26048	43	161	13120
694.576	96189	21208	42	163	4364
694.676	83229	23877	41	161	13085
694.776	86770	21201	52	157	6839
694.876	41172	20860	42	158	4550
694.976	70192	22187	38	153	6106
695.076	51166	28068	41	159	14386
695.176	149734	20678	46	161	5643
695.276	124159	21788	37	160	7849
695.376	80427	22101	43	159	11566
695.476	50012	25472	39	160	12320
695.576	133575	22910	39	161	11663
695.676	122175	23902	41	159	10092
695.776	118139	25751	40	156	14047
695.876	133664	22757	42	160	8780
695.976	79342	22424	37	160	8528
696.076	71604	26825	40	161	13894
696.176	63278	25906	35	157	12073
696.276	60402	22623	42	151	9085
696.376	79762	24230	43	160	8572
696.476	93111	24394	44	162	13440
696.576	91048	28128	49	160	15919
696.676	98331	25050	41	156	13373
696.776	89639	21451	39	159	7135
696.876	135516	23267	38	154	12838
696.976	53021	23725	46	157	10445
697.076	108552	25256	51	156	12874
697.176	137784	21109	40	160	7347
697.276	184160	22545	44	163	7167
697.376	76978	23482	44	158	9192
697.476	109094	22776	43	160	10427
697.576	126705	23294	38	157	9545
697.676	51957	21442	33	158	9130
697.776	102354	23851	39	163	10624
697.876	95184	21921	44	160	7866
697.976	50732	27354	35	157	13632
698.076	120308	21393	39	161	7113
698.176	104896	21231	34	162	8702
698.276	86427	23550	42	163	8500
698.376	105501	20162	41	159	3967
698.476	134280	20180	45	159	4285
698.576	102967	23492	33	156	10043
698.675	89174	22201	29	160	8430
698.775	80371	22322	38	163	10899
698.875	102955	23690	47	160	11049
698.975	154520	19838	36	159	5852
699.075	86424	22117	42	157	9890
699.175	103986	24493	37	161	13445
699.275	71823	23577	40	159	10310
699.375	78619	23300	34	160	9065
699.475	71615	25281	38	157	12189
699.575	90339	24612	48	158	11144
699.675	43196	24450	35	164	10840
699.775	106429	21133	37	158	5814
699.875	153696	21897	41	164	7137
699.975	45580	26914	34	158	14301
700.075	120937	20021	46	161	6469
700.175	79898	25651	47	163	14613
700.275	80268	23873	36	157	8051
700.375	89057	22490	33	161	8054
700.475	64166	22779	39	162	7115
700.575	70976	23161	36	160	11996
700.675	55418	21779	39	160	8643
700.775	70312	23960	40	160	11376
700.875	61168	23562	34	157	9970
700.975	65743	22965	34	160	10297
701.075	147857	23654	42	154	11985
701.175	93486	23487	41	162	9085
701.275	90970	22911	30	162	7316
701.375	114955	26088	37	159	13125
701.475	90528	25480	40	160	10210
701.575	79234	22166	44	161	9748
701.675	90807	21850	36	155	11521
701.775	84463	23634	45	160	8110
701.875	84767	24039	43	160	9862
701.975	124979	22029	39	159	6533
702.075	120382	19787	52	160	3263
702.175	77162	24894	37	158	13766
702.275	103288	20771	36	156	7807
702.375	101297	22853	43	164	9169
702.475	94443	26430	40	161	13062
702.575	101010	22074	46	159	8071
702.674	80407	23861	42	159	10199
702.774	84573	25501	31	157	13966
702.874	79254	26088	42	158	12650
702.974	86168	21560	35	158	7366
703.074	71800	24072	39	156	13551
703.174	64655	19903	42	159	4896
703.274	55698	24116	30	161	12326
703.374	72865	25765	36	162	12857
703.474	91231	24222	37	162	11430
703.574	89716	23999	44	159	10463
703.674	70227	23079	49	162	8259
703.774	120937	25836	42	159	11472
703.874	62997	24720	38	159	11556
703.974	71584	23406	45	160	9795
704.074	82246	22036	34	155	8082
704.174	79860	21144	37	158	9436
704.274	98378	21324	37	162	7320
704.374	72819	22244	44	164	9271
704.474	139670	22706	40	162	10563
704.574	96184	26027	46	162	12977
704.674	98038	24671	43	156	11299
704.774	93867	25591	39	163	14265
704.874	87800	23520	33	162	8486
704.974	90032	24832	37	160	9933
705.074	100408	21132	32	159	5922
705.174	56951	24046	43	161	10108
705.274	61324	22865	37	160	9888
705.374	58366	22342	40	158	9653
705.474	60751	23742	41	157	11437
705.574	71310	21477	46	162	9673
705.674	89478	25222	34	155	13400
705.774	69036	19701	34	161	2932
705.874	109857	23469	38	160	11613
705.974	127694	21849	42	161	7073
706.074	59981	21739	33	161	6234
706.174	75551	24456	41	159	12777
706.274	82530	22702	39	160	12728
706.374	66888	24319	36	159	8336
706.474	118274	22411	32	161	7967
706.574	78986	22783	41	158	9738
706.674	131075	21996	38	159	6515
706.773	112088	22620	49	159	8564
706.873	113900	21214	55	155	9332
706.973	98140	20563	32	163	5182
707.073	69858	22430	39	158	10133
707.173	86816	23314	44	162	13419
707.273	48632	25220	32	161	12905
707.373	62094	24109	39	161	9840
707.473	68961	26160	38	159	11915
707.573	83990	24405	39	161	11476
707.673	79437	23989	40	159	11603
707.773	93087	27678	38	154	16214
707.873	95700	22420	45	158	11206
707.973	64157	26482	41	162	16043
708.073	76687	23629	35	162	8799
708.173	74352	21043	38	160	5545
708.273	145328	23431	39	158	8170
708.373	73440	22810	27	154	8247
708.473	67075	24122	49	157	14630
708.573	61723	24003	36	157	10102
708.673	108487	24407	37	162	11062
708.773	100058	22984	38	158	11340
708.873	71790	25979	41	161	11499
708.973	89210	25306	42	159	12470
709.073	81134	21821	43	156	7339
709.173	85051	24482	49	160	11845
709.273	90271	22957	39	158	10214
709.373	102942	26905	44	157	13548
709.473	128003	21432	40	158	10298
709.573	112858	24307	44	155	10568
709.673	97193	23106	35	158	7828
709.773	68635	25514	36	159	14034
709.873	84192	24234	39	159	8675
709.973	67169	24597	42	156	13455
710.073	89918	24102	44	161	9825
710.173	71767	25638	37	157	13694
710.273	95747	22282	40	155	9222
710.373	49765	25808	40	158	13031
710.473	90532	22316	42	159	9212
710.573	105433	20829	46	159	5240
710.673	104419	20593	43	158	5535
710.773	80016	21573	36	163	7614
710.872	99220	20614	43	159	5466
710.972	137411	23921	47	159	12837
711.072	104547	22487	48	161	11535
711.172	97033	25857	41	161	13815
711.272	78222	23361	35	157	8874
711.372	69705	25103	40	157	12207
711.472	69185	22623	39	155	10874
711.572	116182	24870	44	160	10376
711.672	55254	27839	43	160	15012
711.772	54662	21637	34	162	7234
711.872	65257	25155	40	162	12540
711.972	52133	26544	40	158	13073
712.072	121192	22462	39	161	8991
712.172	95537	20301	45	154	5345
712.272	61720	26167	35	158	13143
712.372	111473	22473	43	161	7152
712.472	63271	23268	29	165	9670
712.572	66131	22706	42	161	10846
712.672	93106	26598	48	159	13118
712.772	166253	22793	43	155	8643
712.872	103436	24953	45	160	13430
712.972	86398	24644	42	158	9924
713.072	107966	22540	37	158	7210
713.172	155388	21921	38	154	6588
713.272	79697	23030	38	160	11125
713.372	60536	21007	33	158	6815
713.472	83550	25939	42	157	11793
713.572	55722	24541	43	161	8889
713.672	70335	23908	46	164	12419
713.772	93772	21550	44	160	7039
713.872	78394	25263	39	160	10904
713.972	93365	21457	38	157	6675
714.072	88572	21071	41	160	7489
714.172	63357	22268	42	160	7333
714.272	123548	20687	42	159	8972
714.372	92141	21633	26	161	8195
714.472	73556	23721	41	158	12949
714.572	81371	22921	33	161	8564
714.672	90739	24881	40	160	15684
714.772	97789	21508	40	162	4948
714.872	87537	23754	43	163	9796
714.971	87919	21675	45	158	8857
715.071	100743	20903	34	163	7213
715.171	87493	25784	40	162	12788
715.271	160669	24794	55	156	11114
715.371	106486	23690	31	162	10792
715.471	101175	25958	39	160	15381
715.571	74850	21471	43	163	8776
715.671	73949	23983	38	159	8823
715.771	82660	20168	39	161	2789
715.871	89734	21477	44	162	5141
715.971	116624	22650	51	156	6161
716.071	63137	24448	31	162	9797
716.171	67071	23472	41	154	11517
716.271	134310	21814	43	161	6759
716.371	92497	21226	40	163	5661
716.471	95569	24595	43	160	13692
716.571	70285	22703	40	157	7107
716.671	81407	23366	41	159	8333
716.771	112647	20604	37	156	4715
716.871	140458	22934	52	158	9443
716.971	103150	24314	43	155	10527
717.071	69136	24911	36	161	9743
717.171	89538	22359	38	158	11074
717.271	107513	19138	46	163	2393
717.371	89624	23914	39	162	9499
717.471	87582	26010	34	160	13073
717.571	94103	23949	44	161	10674
717.671	79219	23516	33	157	11031
717.771	72278	23718	30	156	10859
717.871	177704	22362	46	159	9866
717.971	84774	24780	46	153	14811
718.071	80254	24946	27	160	10618
718.171	83191	22726	48	161	8636
718.271	148902	23137	39	159	11097
718.371	93732	21556	35	159	4779
718.471	63845	25576	31	164	11951
718.571	84584	21939	43	161	5201
718.671	76225	23988	39	159	10680
718.771	54218	25754	28	162	11184
718.871	96335	22143	50	157	7946
718.971	103196	22659	32	157	8772
719.07	88770	21677	38	158	8158
719.17	111712	21897	45	163	7664
719.27	82533	21779	35	156	8572
719.37	88498	27077	43	161	16164
719.47	93530	24822	45	163	11612
719.57	62337	23895	32	155	10243
719.67	65399	22918	35	159	10805
719.77	107775	22440	51	162	10978
719.87	69460	22053	36	158	7067
719.97	68705	22453	40	159	9181
720.07	120054	22842	29	157	8020
720.17	70073	24780	47	159	13283
720.27	116587	24386	47	155	9545
720.37	72688	22688	28	161	7676
720.47	67725	20222	31	157	4414
720.57	111912	23292	49	164	11720
720.67	57836	26311	43	159	15219
720.77	114947	22255	37	159	6193
720.87	74067	23552	37	160	10359
720.97	49449	27818	38	161	20743
721.07	117880	19596	38	160	3341
721.17	68418	23365	41	158	9483
721.27	70584	26696	34	159	15420
721.37	81183	25257	40	159	12061
721.47	76021	20341	38	163	3563
721.57	68851	21285	45	158	5758
721.67	64963	26468	40	155	13750
721.77	88175	20278	35	159	4307
721.87	101617	21954	43	159	8427
721.97	140397	22630	44	157	10429
722.07	67356	23298	42	160	8859
722.17	113579	23374	43	160	7871
722.27	90820	25174	40	159	13673
722.37	72783	22288	41	164	9124
722.47	77676	25478	55	157	10921
722.57	52214	25275	40	161	11505
722.67	90283	25934	41	158	14780
722.77	191495	22855	43	162	10214
722.87	109618	23706	35	158	10953
722.97	94604	24037	36	161	12841
723.07	118152	23014	42	160	10312
723.169	60382	22112	45	156	6585
723.269	99872	20826	43	158	6765
723.369	80806	23009	43	158	9935
723.469	76290	25050	43	158	14541
723.569	112384	26537	39	157	14242
723.669	82758	21922	32	162	7108
723.769	72358	24703	34	159	10844
723.869	68980	22131	29	158	8274
723.969	92208	25006	41	161	13231
724.069	95333	23698	44	160	9381
724.169	87858	25885	45	159	10771
724.269	88634	23541	50	160	9082
724.369	57930	24215	46	158	10804
724.469	142424	22801	41	163	8080
724.569	88600	24349	35	157	10173
724.669	50591	23262	47	163	11683
724.769	89615	21788	49	156	7273
724.869	99497	22342	38	162	8426
724.969	132974	21175	44	162	6542
725.069	75249	24976	39	159	12240
725.169	77494	19240	43	162	3847
725.269	69570	24727	38	158	10376
725.369	96007	23268	41	157	10160
725.469	114162	20742	41	160	4398
725.569	107176	21669	36	162	7516
725.669	113152	23312	41	158	8888
725.769	114806	25760	39	158	14008
725.869	126672	20752	39	156	5018
725.969	67877	24520	31	161	10106
726.069	94089	24143	49	163	12745
726.169	84486	23995	43	159	10732
726.269	134537	24261	45	161	11651
726.369	118569	19987	46	163	4047
726.469	81669	24334	34	162	12139
726.569	118114	22873	47	161	7779
726.669	83831	27034	45	157	12857
726.769	100351	25329	35	156	13209
726.869	94727	22517	36	158	10662
726.969	111957	23891	46	160	8959
727.069	88354	22757	41	161	12158
727.169	122950	25355	47	159	12641
727.268	115470	22675	37	157	7338
727.368	29237	22953	26	160	11461
727.468	107667	23992	35	159	12145
727.568	119045	21704	47	160	9499
727.668	92791	26625	45	155	15091
727.768	88431	26019	47	159	13890
727.868	124073	22001	46	160	8414
727.968	71003	22788	39	160	9244
728.068	62060	22137	38	162	10860
728.168	102198	22485	45	158	8146
728.268	92232	23031	44	163	8870
728.368	73285	26600	40	163	12647
728.468	84071	25819	41	159	14445
728.568	78725	24737	39	159	9260
728.668	103568	20622	39	158	8254
728.768	88334	23884	42	160	10786
728.868	49528	25124	42	161	13079
728.968	73408	21666	38	161	5754
729.068	129570	23270	37	160	9731
729.168	54235	23461	38	160	11107
729.268	88853	25718	42	161	10858
729.368	77775	25458	34	162	13089
729.468	120034	21910	44	163	7402
729.568	60045	23950	43	160	11577
729.668	95325	22938	45	162	9824
729.768	87758	20827	26	158	6733
729.868	66360	23895	42	158	13722
729.968	49672	23337	33	157	7698
730.068	82672	26311	58	157	12620
730.168	71462	21652	37	160	6782
730.268	93192	20299	42	160	6264
730.368	64089	27139	37	156	15006
730.468	143871	19542	48	157	2888
730.568	150542	24181	48	165	8134
730.668	70309	23018	42	159	7922
730.768	83851	24346	38	157	10184
730.868	69225	21833	36	156	7820
730.968	71372	21642	37	154	9524
731.068	89093	20922	37	159	5051
731.168	123057	23845	35	155	13373
731.268	115204	21429	42	153	6846
731.367	74777	22170	41	161	8040
731.467	108757	20140	38	161	3280
731.567	103593	27661	49	157	13274
731.667	84293	25977	35	160	16184
731.767	74725	21588	40	159	5117
731.867	60705	24076	44	165	10876
731.967	103420	22187	39	158	8148
732.067	66033	25890	37	160	12357
732.167	101082	21546	39	156	5719
732.267	68517	23413	40	161	11735
732.367	61553	26391	44	157	14252
732.467	110383	21967	48	163	8353
732.567	100090	25553	50	162	12831
732.667	90047	24366	34	159	11441
732.767	85690	22947	34	157	9936
732.867	95258	23880	44	163	9985
732.967	43450	23797	35	160	12143
733.067	114584	23663	46	156	7967
733.167	85858	24222	43	159	10057
733.267	91315	23125	38	157	7267
733.367	87115	20699	51	159	7284
733.467	83389	24535	39	158	10869
733.567	107007	22679	43	162	6743
733.667	131089	21585	44	158	6959
733.767	111710	24897	42	161	9344
733.867	81002	21412	32	161	6847
733.967	123655	23438	40	161	10903
734.067	101102	24295	43	157	16445
734.167	173591	23683	42	155	9172
734.267	62530	24114	42	158	12780
734.367	108321	24383	39	158	9327
734.467	86979	22581	40	159	8239
734.567	83891	22031	31	159	10425
734.667	59458	21709	37	160	6656
734.767	73845	20849	40	162	6144
734.867	50335	26452	42	158	11154
734.967	99007	25338	31	160	12533
735.067	106193	24684	50	156	9485
735.167	102272	21656	41	153	7663
735.267	94372	26029	41	160	13299
735.367	88340	24895	39	156	10111
735.466	124977	22416	45	158	8361
735.566	110236	22395	44	162	9506
735.666	98288	24138	36	162	12342
735.766	78468	27155	45	160	16663
735.866	85811	20595	39	158	6050
735.966	36918	23407	26	161	10151
736.066	73391	22265	40	161	6014
736.166	102587	27531	50	161	16051
736.266	87564	25864	50	155	12281
736.366	78825	26724	40	157	14971
736.466	77711	22703	41	160	12607
736.566	82672	22048	33	159	8363
736.666	75445	22212	38	156	7812
736.766	97066	22788	33	161	9174
736.866	123393	22902	33	160	8154
736.966	102591	23189	41	162	11008
737.066	100117	22882	40	155	6797
737.166	98482	20692	40	159	7605
737.266	115493	20325	39	162	5085
737.366	106471	25503	39	159	13087
737.466	87283	22223	39	163	9809
737.566	123294	22591	46	162	10481
737.666	73437	23596	50	161	10561
737.766	107926	21429	47	160	9218
737.866	91205	24167	35	161	8800
737.966	170334	22034	45	161	9659
738.066	68398	24660	36	162	11764
738.166	120891	20761	41	161	6049
738.266	52890	24873	38	164	14363
738.366	97501	23356	33	161	14062
738.466	81464	24950	40	159	11926
738.566	128781	26478	47	160	14274
738.666	141103	22001	42	163	6616
738.766	80150	20191	33	161	4327
738.866	51626	22878	34	159	10248
738.966	69046	24395	46	160	11158
739.066	63079	24538	51	160	15794
739.166	78360	24293	39	154	9146
739.266	61469	22902	45	163	8556
739.366	56662	25609	38	155	14465
739.466	76553	21873	33	157	8257
739.565	135096	20875	34	156	4959
739.665	72808	24030	50	162	11894
739.765	101185	22223	42	156	8124
739.865	80788	23501	36	161	12334
739.965	65049	21579	46	157	9615
740.065	66303	25020	35	160	13121
740.165	63344	24044	42	161	12968
740.265	123041	20309	46	162	3663
740.365	82560	23766	47	162	13150
740.465	118058	23059	42	160	9103
740.565	103859	21263	45	157	6542
740.665	62370	26134	32	158	14188
740.765	76632	22302	26	159	9720
740.865	103274	23569	40	159	8079
740.965	84432	25077	36	164	12553
741.065	110251	24593	37	159	10070
741.165	114342	23998	45	158	11471
741.265	113513	23321	35	155	9873
741.365	53925	26021	30	159	11669
741.465	65910	23116	39	160	8975
741.565	112565	26017	42	157	12447
741.665	90312	22903	33	161	12685
741.765	67439	25533	36	161	10453
741.865	62390	23082	32	160	9061
741.965	64893	22958	41	158	11461
742.065	64203	28052	47	160	14616
742.165	88899	25590	40	159	12176
742.265	115845	24223	44	158	9664
742.365	78102	24312	38	153	11113
742.465	74338	23625	39	160	13092
742.565	64679	23548	37	156	10608
742.665	102681	21712	41	160	7305
742.765	55632	27642	37	157	14445
742.865	44108	21857	34	163	9498
742.965	80260	22211	38	159	9988
743.065	84053	23349	31	160	8376
743.165	113307	22421	42	161	7219
743.265	84996	21780	42	154	10502
743.365	56824	26617	43	161	15614
743.465	95674	23360	44	160	12238
743.565	78955	23559	34	160	8361
743.664	72139	26474	42	157	15005
743.764	96107	23228	37	162	7574
743.864	98011	25372	43	156	14078
743.964	95017	22881	44	156	9645
744.064	138940	21793	47	160	8854
744.164	77562	25615	42	158	11162
744.264	127745	22903	45	162	12077
744.364	60102	25505	38	161	10503
744.464	91370	23694	40	160	9267
744.564	89567	19374	36	161	2847
744.664	74478	20975	37	162	4301
744.764	210143	22545	39	159	7139
744.864	117907	22758	40	158	8712
744.964	96027	24534	42	157	11952
745.064	72087	23715	42	160	9821
745.164	51373	28008	34	158	16833
745.264	99270	23416	44	162	10674
745.364	126625	20838	38	159	6260
745.464	94256	24201	48	156	10356
745.564	51113	24201	40	159	11344
745.664	119747	22228	44	163	6635
745.764	50528	26667	40	162	14802
745.864	85506	24219	35	153	12956
745.964	100026	20933	43	160	4842
746.064	101437	26167	37	158	14860
746.164	101346	24350	36	155	11080
746.264	66155	24918	39	157	10916
746.364	93416	24018	46	157	11528
746.464	106903	23325	36	155	7571
746.564	64157	23203	34	157	11499
746.664	59870	23083	39	157	9946
746.764	63033	22664	39	161	8892
746.864	155876	20727	40	157	4171
746.964	107826	23120	32	156	10319
747.064	79133	21532	39	163	6719
747.164	65755	23916	42	160	10540
747.264	106515	24423	44	164	12101
747.364	44077	25052	40	156	14118
747.464	95816	22354	44	162	9035
747.564	106222	23034	40	156	8383
747.664	58688	28214	44	157	16968
747.763	67254	24971	37	162	11398
747.863	80489	23711	43	162	9970
747.963	60576	24525	34	159	11976
748.063	87514	22158	37	159	7437
748.163	106717	21059	39	158	5872
748.263	100945	25684	43	157	14913
748.363	60779	25369	46	155	12748
748.463	57503	26355	46	161	15265
748.563	82092	23791	47	162	11370
748.663	91222	27094	51	161	16712
748.763	74706	22539	40	158	8324
748.863	85595	26600	36	160	14354
748.963	66776	21594	34	158	5522
749.063	79300	24324	41	158	9729
749.163	49605	23498	36	158	8841
749.263	166158	19157	46	154	2616
749.363	99331	23849	38	159	8707
749.463	102303	26315	55	159	13925
749.563	98050	20697	52	162	8194
749.663	100516	21780	28	161	7149
749.763	60127	22569	30	158	8512
749.863	76245	23140	33	161	8412
749.963	77441	23036	48	159	6801
750.063	73383	24244	39	159	9874
750.163	65605	23600	43	161	11146
750.263	66676	26145	37	155	13338
750.363	46824	26501	32	160	14465
750.463	75072	21216	38	161	7824
750.563	117045	22482	44	161	10088
750.663	77184	25186	40	160	11648
750.763	103478	20794	39	159	3632
750.863	127641	25409	54	161	13145
750.963	76080	23136	43	158	11275
751.063	113183	24806	41	157	13965
751.163	77625	25267	39	159	13844
751.263	92139	25693	44	163	14751
751.363	132827	20247	44	158	4122
751.463	102580	22639	38	163	11735
751.563	139522	20644	36	159	4304
751.663	74381	22883	39	161	10317
751.763	79736	24015	30	161	9928
751.862	77040	26004	44	162	16997
751.962	110029	20868	39	160	7038
752.062	125802	21119	53	160	6538
752.162	101113	26162	41	160	12927
752.262	135282	20251	40	158	5753
752.362	152000	21404	45	159	5772
752.462	115562	22109	45	158	8602
752.562	76801	22991	42	162	9374
752.662	96195	23879	25	159	12241
752.762	65778	27337	46	164	15433
752.862	62013	24523	36	159	12400
752.962	73864	21501	44	160	7701
753.062	88437	21679	39	160	7954
753.162	64946	22772	46	159	8629
753.262	75717	22272	38	161	11661
753.362	145903	22251	51	156	8893
753.462	72490	22257	41	162	11347
753.562	42989	27969	37	159	16780
753.662	77910	21824	37	158	7609
753.762	75977	21034	48	156	9368
753.862	64451	25231	47	161	13952
753.962	68941	23780	30	160	11529
754.062	111277	27144	45	157	15179
754.162	52465	21729	38	157	7737
754.262	61266	23458	47	164	10867
754.362	105204	23157	37	158	11094
754.462	86870	21469	38	160	6870
754.562	104007	23606	28	161	8667
754.662	146562	22197	49	165	6118
754.762	74827	20100	37	160	4029
754.862	106272	24710	47	155	10708
754.962	91441	25995	32	160	14444
755.062	70965	23816	43	158	10196
755.162	91872	26866	55	158	15146
755.262	132117	24681	38	161	12938
755.362	116252	21772	44	157	5962
755.462	46719	23784	39	153	9972
755.562	95031	21478	40	163	7660
755.662	87993	23177	41	161	12633
755.762	88969	25358	43	160	15326
755.862	84005	24886	39	160	11155
755.961	120468	25002	42	159	12216
756.061	69480	23168	50	161	9288
756.161	136198	23042	44	158	8055
756.261	124606	22096	44	159	11075
756.361	117324	22984	40	158	11738
756.461	114235	21170	41	157	4888
756.561	57947	25723	35	163	13575
756.661	64908	24619	35	159	12952
756.761	77980	22035	28	160	6356
756.861	112731	21954	40	158	9099
756.961	104103	21304	40	155	6358
757.061	74767	26078	36	158	13087
757.161	82954	24904	42	152	12127
757.261	97511	23373	40	156	8979
757.361	112099	23571	39	158	11529
757.461	63329	26668	38	159	16530
757.561	78940	26491	43	161	12837
757.661	97610	22165	42	162	9012
757.761	116841	23248	43	162	9434
757.861	81376	22885	34	162	9616
757.961	90388	24211	48	161	12817
758.061	82003	22634	31	157	6455
758.161	142880	21564	31	161	10115
758.261	78910	25436	49	158	13199
758.361	97670	21990	41	159	7087
758.461	138699	23698	47	160	9573
758.561	102947	23189	43	159	8123
758.661	91711	27112	33	160	12598
758.761	72173	25821	36	159	11892
758.861	167577	23851	46	158	8704
758.961	121118	23616	40	162	8032
759.061	83490	22632	34	156	9143
759.161	78023	26127	40	160	16165
759.261	87347	23532	41	160	9859
759.361	55092	23823	35	159	9833
759.461	98882	21427	44	160	6821
759.561	101111	26005	43	160	13770
759.661	104509	23632	38	158	10628
759.761	93808	23101	36	162	7906
759.861	76825	22501	38	162	8303
759.961	100200	24992	28	159	15476
760.06	76473	22800	39	161	6996
760.16	105309	19422	40	159	3408
760.26	74128	21653	40	157	7995
760.36	119722	24133	43	156	10068
760.46	77240	24373	41	156	10994
760.56	94440	23951	37	160	10363
760.66	66036	20929	41	160	6258
760.76	94357	21492	41	162	5680
760.86	115384	25960	44	165	14150
760.96	101581	27362	40	161	17974
761.06	123907	22006	42	156	7506
761.16	95275	22364	45	159	6287
761.26	63427	25863	38	162	13367
761.36	132280	25104	36	159	10238
761.46	96279	24157	39	160	11036
761.56	94832	25324	44	162	9792
761.66	83862	21937	41	160	11236
761.76	131036	21319	50	154	6208
761.86	90419	24851	43	158	12740
761.96	82022	22401	38	160	8020
762.06	98882	25710	54	161	16680
762.16	93744	23149	38	159	7516
762.26	68859	20575	34	162	8029
762.36	80591	21520	33	160	7002
762.46	102157	23387	32	160	9824
762.56	95761	21644	37	158	7720
762.66	58609	24074	44	157	12199
762.76	133345	22989	35	164	9761
762.86	140525	22130	51	161	6664
762.96	131789	20671	41	158	5552
763.06	81508	23371	48	159	8334
763.16	93554	22102	38	160	8808
763.26	59888	25049	34	161	13873
763.36	93437	24579	42	159	14499
763.46	84839	21584	39	162	11436
763.56	89180	26902	50	161	15231
763.66	112320	19738	50	156	3731
763.76	93110	25330	38	161	13085
763.86	105819	22780	36	154	10769
763.96	83413	23211	36	161	11490
764.06	87362	22116	35	157	7306
764.159	68250	22702	45	160	13270
764.259	55001	23224	37	163	10251
764.359	75496	24080	37	162	9442
764.459	68840	23441	40	161	10488
764.559	81022	21761	28	163	6822
764.659	90811	21771	37	162	8145
764.759	60761	24384	41	163	10593
764.859	76177	24368	38	160	8926
764.959	88597	27411	45	159	14309
765.059	134312	21828	40	165	6072
765.159	94199	22065	41	161	6988
765.259	102905	22472	41	159	7553
765.359	123037	22554	45	161	6862
765.459	104298	25754	39	160	12933
765.559	89037	25401	40	160	14148
765.659	145649	24213	57	159	14033
765.759	88099	23873	47	161	11827
765.859	73008	19450	33	156	3099
765.959	73758	23441	32	158	11348
766.059	38630	23618	36	155	10551
766.159	52153	27256	44	160	17639
766.259	95761	21558	44	161	8719
766.359	89678	24443	38	161	12656
766.459	96936	22138	47	161	7329
766.559	95495	25131	39	159	10797
766.659	101227	28508	33	159	18783
766.759	113370	27146	51	161	12364
766.859	63710	23096	31	155	7533
766.959	53140	25492	29	160	12972
767.059	69097	22037	38	159	7896
767.159	151664	24820	43	158	14869
767.259	91443	23258	43	160	12396
767.359	49199	26127	41	160	13576
767.459	71302	26183	39	155	10994
767.559	87553	24188	43	159	12483
767.659	106275	24535	38	166	10888
767.759	91312	20484	39	152	3640
767.859	94490	22796	43	161	9843
767.959	100872	22333	38	161	6377
768.059	98110	23141	44	159	10645
768.159	97603	23894	43	157	8712
768.258	122658	22909	36	160	9829
768.358	70293	24156	43	164	10443
768.458	75340	28640	51	162	15221
768.558	121500	22651	50	160	6901
768.658	84642	21270	39	162	9758
768.758	75494	23058	45	159	10368
768.858	72515	26114	35	164	17080
768.958	80744	20843	37	158	3902
769.058	81464	23721	42	159	12416
769.158	165554	21044	47	159	7250
769.258	101386	22361	38	157	7031
769.358	69013	26528	37	160	14484
769.458	83413	20204	40	162	4117
769.558	83309	24263	40	159	11366
769.658	91131	24729	36	162	12961
769.758	103269	25560	38	161	14915
769.858	91730	20251	41	159	3273
769.958	113132	21734	35	162	8753
770.058	43650	23211	36	158	8392
770.158	132884	23121	39	162	9646
770.258	49085	22967	31	153	7434
770.358	86965	24422	40	155	10528
770.458	59922	20750	36	160	6001
770.558	54915	23829	42	158	8565
770.658	163912	20576	45	154	5550
770.758	128041	25978	42	159	13881
770.858	133990	21254	48	162	7188
770.958	139756	25023	52	161	10409
771.058	92507	25801	39	161	11330
771.158	95340	21918	42	161	6356
771.258	89989	21556	36	158	9713
771.358	72149	27264	37	160	16507
771.458	110150	25981	43	162	10891
771.558	103720	23020	34	163	7590
771.658	112574	23427	31	156	10112
771.758	60379	26084	50	161	14188
771.858	95274	23531	44	165	10076
771.958	57446	22939	35	159	7653
772.058	69286	27559	40	158	14828
772.158	74755	21759	38	154	7314
772.258	86282	26014	44	163	12043
772.357	91747	26172	39	157	12958
772.457	114943	19768	33	155	2895
772.557	86747	25845	42	162	12947
772.657	99347	23659	52	158	10713
772.757	132506	21802	44	161	7866
772.857	114790	26146	39	157	13721
772.957	77605	23727	44	160	10924
773.057	82290	25956	48	161	11768
773.157	79986	20081	37	156	5156
773.257	91048	25226	41	163	13477
773.357	100090	23651	43	160	9710
773.457	94954	24530	42	158	12971
